InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Total Price
537238,22279,POCKET BAG BLUE PAISLEY RED SPOT,3,06-12-2010 10:03,1.25,16161,United Kingdom,3.75
537238,22280,POCKET BAG PINK PAISELY BROWN SPOT,3,06-12-2010 10:03,1.25,16161,United Kingdom,3.75
537240,22377,BOTTLE BAG RETROSPOT ,1,06-12-2010 10:08,4.21,,United Kingdom,4.21
537240,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,06-12-2010 10:08,5.91,,United Kingdom,5.91
537240,22521,CHILDS GARDEN TROWEL PINK,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,22523,CHILDS GARDEN FORK PINK,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,22677,FRENCH BLUE METAL DOOR SIGN 2,1,06-12-2010 10:08,2.51,,United Kingdom,2.51
537240,22682,FRENCH BLUE METAL DOOR SIGN 7,1,06-12-2010 10:08,2.51,,United Kingdom,2.51
537240,22715,CARD WEDDING DAY,1,06-12-2010 10:08,0.85,,United Kingdom,0.85
537240,21253,SET OF PICTURE FRAME  STICKERS,1,06-12-2010 10:08,5.91,,United Kingdom,5.91
537240,21265,PINK GOOSE FEATHER TREE 60CM,1,06-12-2010 10:08,5.91,,United Kingdom,5.91
537240,21389,IVORY HANGING DECORATION  BIRD,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,21391,FRENCH LAVENDER SCENT HEART,1,06-12-2010 10:08,4.21,,United Kingdom,4.21
537240,21403,BLUE EGG  SPOON,2,06-12-2010 10:08,0.85,,United Kingdom,1.7
537240,21534,DAIRY MAID LARGE MILK JUG,1,06-12-2010 10:08,10.17,,United Kingdom,10.17
537240,21618,4 WILDFLOWER BOTANICAL CANDLES,1,06-12-2010 10:08,7.62,,United Kingdom,7.62
537240,21812,GARLAND WITH HEARTS AND BELLS,1,06-12-2010 10:08,10.17,,United Kingdom,10.17
537240,21847,GREEN  DIAMANTE PEN IN GIFT BOX,1,06-12-2010 10:08,4.21,,United Kingdom,4.21
537240,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,22104,MIRROR MOSAIC CANDLE PLATE,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,22322,BIRD DECORATION GREEN POLKADOT,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,22340,NOEL GARLAND PAINTED ZINC ,1,06-12-2010 10:08,3.36,,United Kingdom,3.36
537240,35833G,4 GOLD FLOCK CHRISTMAS BALLS,2,06-12-2010 10:08,3.36,,United Kingdom,6.72
537240,35916A,YELLOW FELT HANGING HEART W FLOWER,5,06-12-2010 10:08,1.66,,United Kingdom,8.3
537240,46776A,WOVEN BUBBLE GUM CUSHION COVER,2,06-12-2010 10:08,4.21,,United Kingdom,8.42
537240,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,06-12-2010 10:08,4.21,,United Kingdom,4.21
537240,84459A,PINK METAL CHICKEN HEART ,1,06-12-2010 10:08,3.36,,United Kingdom,3.36
537240,84637,KITCHEN FLOWER POTS WALL PLAQUE,1,06-12-2010 10:08,12.72,,United Kingdom,12.72
537240,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,06-12-2010 10:08,1.66,,United Kingdom,1.66
537240,85131C,BEADED CRYSTAL HEART BLUE ON STICK,7,06-12-2010 10:08,0.85,,United Kingdom,5.95
537240,90010E,AMBER GLASS/SILVER BRACELET,4,06-12-2010 10:08,9.34,,United Kingdom,37.36
537240,90039C,FIRE POLISHED GLASS BRACELET BLACK,1,06-12-2010 10:08,3.81,,United Kingdom,3.81
537240,90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,1,06-12-2010 10:08,11.05,,United Kingdom,11.05
537240,90081C,LILY BROOCH OLIVE COLOUR,1,06-12-2010 10:08,5.09,,United Kingdom,5.09
537240,90101,WHITE FRANGIPANI NECKLACE,1,06-12-2010 10:08,2.54,,United Kingdom,2.54
537240,90130B,TURQ STONE/CRYSTAL EARRINGS,1,06-12-2010 10:08,2.96,,United Kingdom,2.96
537240,90130C,GREEN STONE/CRYSTAL EARRINGS,1,06-12-2010 10:08,2.96,,United Kingdom,2.96
537240,15044C,PURPLE PAPER PARASOL,2,06-12-2010 10:08,5.91,,United Kingdom,11.82
537240,20762,GREEN FERN SKETCHBOOK ,1,06-12-2010 10:08,7.62,,United Kingdom,7.62
537240,20803,SMALL PINK GLASS SUNDAE DISH,4,06-12-2010 10:08,3.36,,United Kingdom,13.44
537241,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,24,06-12-2010 10:18,0.18,14293,United Kingdom,4.32
537242,21720,CAKE SHOP  STICKER SHEET,12,06-12-2010 10:19,0.85,14748,United Kingdom,10.2
537248,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,06-12-2010 10:36,12.75,15899,United Kingdom,12.75
537248,21289,LARGE STRIPES CHOCOLATE GIFT BAG,16,06-12-2010 10:36,1.25,15899,United Kingdom,20
537254,22606,WOODEN SKITTLES GARDEN SET,1,06-12-2010 11:01,15.95,15898,United Kingdom,15.95
537254,37479B,CUBIC MUG FLOCK BLUE ON BROWN,1,06-12-2010 11:01,2.55,15898,United Kingdom,2.55
537254,37482P,CUBIC MUG PINK POLKADOT,1,06-12-2010 11:01,2.55,15898,United Kingdom,2.55
537257,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2,06-12-2010 11:10,6.35,17691,United Kingdom,12.7
537257,20897,VINTAGE NOTEBOOK PARIS DAYS,6,06-12-2010 11:10,2.95,17691,United Kingdom,17.7
537258,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",1,06-12-2010 11:16,2.95,17227,United Kingdom,2.95
537262,22683,FRENCH BLUE METAL DOOR SIGN 8,2,06-12-2010 11:26,1.25,15039,United Kingdom,2.5
537262,22685,FRENCH BLUE METAL DOOR SIGN 0,2,06-12-2010 11:26,1.25,15039,United Kingdom,2.5
537262,21973,SET OF 36 MUSHROOM PAPER DOILIES,6,06-12-2010 11:26,1.45,15039,United Kingdom,8.7
537262,22691,DOORMAT WELCOME SUNRISE,1,06-12-2010 11:26,7.95,15039,United Kingdom,7.95
537265,21162,TOXIC AREA  DOOR HANGER ,1,06-12-2010 11:26,1.45,15919,United Kingdom,1.45
537301,84926D,LA PALMIERA TILE COASTER,1,06-12-2010 11:38,1.25,15860,United Kingdom,1.25
537301,22233,JIGSAW RABBIT AND BIRDHOUSE,2,06-12-2010 11:38,1.65,15860,United Kingdom,3.3
C537320,35400,WOODEN BOX ADVENT CALENDAR ,-1,06-12-2010 11:47,8.95,14867,United Kingdom,-8.95
537334,22486,PLASMATRONIC LAMP,2,06-12-2010 12:06,12.75,16719,United Kingdom,25.5
537334,72801G,4 BURGUNDY WINE DINNER CANDLES,2,06-12-2010 12:06,1.25,16719,United Kingdom,2.5
537334,84711A,SILVER OVAL SHAPE TRINKET BOX,2,06-12-2010 12:06,9.95,16719,United Kingdom,19.9
537334,16169N,WRAP BLUE RUSSIAN FOLKART,25,06-12-2010 12:06,0.42,16719,United Kingdom,10.5
537334,20769,DAISY JOURNAL ,3,06-12-2010 12:06,2.55,16719,United Kingdom,7.65
537335,35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,06-12-2010 12:15,1.25,15048,United Kingdom,1.25
537335,47480,HANGING PHOTO CLIP ROPE LADDER,1,06-12-2010 12:15,1.65,15048,United Kingdom,1.65
537335,84522,PINK PARTY SUNGLASSES,1,06-12-2010 12:15,1.95,15048,United Kingdom,1.95
537335,20731,POSY CANDY BAG,1,06-12-2010 12:15,1.25,15048,United Kingdom,1.25
537335,35597B,BLACKCHRISTMAS TREE 30CM,1,06-12-2010 12:15,1.25,15048,United Kingdom,1.25
537351,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,06-12-2010 12:23,1.25,16898,United Kingdom,1.25
537351,21226,POCKET MIRROR WOODLAND,1,06-12-2010 12:23,1.25,16898,United Kingdom,1.25
537362,79160,HEART SHAPE WIRELESS DOORBELL,1,06-12-2010 12:34,2.1,17596,United Kingdom,2.1
537369,72131,COLUMBIAN CANDLE RECTANGLE,1,06-12-2010 12:41,1.95,17860,United Kingdom,1.95
537369,21089,SET/6 GREEN SPRING PAPER CUPS,2,06-12-2010 12:41,0.65,17860,United Kingdom,1.3
537369,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,06-12-2010 12:41,2.1,17860,United Kingdom,2.1
537369,72122,COFFEE SCENT PILLAR CANDLE,1,06-12-2010 12:41,0.95,17860,United Kingdom,0.95
537369,84912A,PINK ROSE WASHBAG,1,06-12-2010 12:41,3.75,17860,United Kingdom,3.75
537369,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,06-12-2010 12:41,4.25,17860,United Kingdom,4.25
537370,84569A,PACK 3 IRON ON DOG PATCHES,12,06-12-2010 12:44,1.25,13155,United Kingdom,15
537370,20775,DAISY NOTEBOOK ,1,06-12-2010 12:44,1.65,13155,United Kingdom,1.65
537371,90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,06-12-2010 12:47,5.95,15028,United Kingdom,5.95
537371,90060D,FIRE POLISHED GLASS NECKL BRONZE,1,06-12-2010 12:47,5.95,15028,United Kingdom,5.95
537372,85020,ROUND PINK HEART MIRROR,8,06-12-2010 12:52,2.1,16919,United Kingdom,16.8
537374,20861,GOLD COSMETIC BAG PINK STAR,1,06-12-2010 12:55,2.1,17259,United Kingdom,2.1
537374,21827,EIGHT PIECE CREEPY CRAWLIE SET,1,06-12-2010 12:55,1.25,17259,United Kingdom,1.25
537374,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4,06-12-2010 12:55,0.65,17259,United Kingdom,2.6
537377,17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,12,06-12-2010 13:01,2.1,15882,United Kingdom,25.2
537381,22700,BLACK AND WHITE DOG BOWL,6,06-12-2010 13:13,2.95,14667,United Kingdom,17.7
537382,10124A,SPOTS ON RED BOOKCOVER TAPE,4,06-12-2010 13:13,0.42,16710,United Kingdom,1.68
537382,21644,ASSORTED TUTTI FRUTTI HEART BOX,2,06-12-2010 13:13,1.25,16710,United Kingdom,2.5
537387,46000P,POLYESTER FILLER PAD 65CMx65CM,2,06-12-2010 13:34,4.25,13468,United Kingdom,8.5
537389,22681,FRENCH BLUE METAL DOOR SIGN 6,1,06-12-2010 13:41,1.25,17757,United Kingdom,1.25
537389,21746,SMALL RED RETROSPOT WINDMILL,1,06-12-2010 13:41,1.25,17757,United Kingdom,1.25
537389,84916,HAND TOWEL PALE BLUE W FLOWERS,1,06-12-2010 13:41,5.95,17757,United Kingdom,5.95
537390,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,1,06-12-2010 13:47,0.85,16658,United Kingdom,0.85
537390,18094C,WHITE AND BLUE CERAMIC OIL BURNER,1,06-12-2010 13:47,1.25,16658,United Kingdom,1.25
537395,22085,PAPER CHAIN KIT SKULLS ,1,06-12-2010 14:05,2.95,15356,United Kingdom,2.95
537396,47586A,PINK FAIRY CAKE CUSHION COVER,2,06-12-2010 14:08,2.55,17223,United Kingdom,5.1
537400,46115B,GREEN POP ART MAO CUSHION COVER ,6,06-12-2010 14:36,0.19,17191,United Kingdom,1.14
537400,84975,HEART SHAPED MIRROR,3,06-12-2010 14:36,1.69,17191,United Kingdom,5.07
537404,21336,GOLD WASHBAG,1,06-12-2010 14:46,2.95,17191,United Kingdom,2.95
537409,22050,PINK PAISLEY ROSE GIFT WRAP,25,06-12-2010 15:00,0.42,15194,United Kingdom,10.5
537418,21680,WOODLAND  STICKERS,6,06-12-2010 15:13,0.85,17884,United Kingdom,5.1
537418,20819,SILVER TEDDY BEAR,1,06-12-2010 15:13,3.75,17884,United Kingdom,3.75
537418,84925F,PSYCHEDELIC WALL THERMOMETER,1,06-12-2010 15:13,2.55,17884,United Kingdom,2.55
537421,22535,MAGIC DRAWING SLATE BUNNIES ,2,06-12-2010 15:25,0.42,17218,United Kingdom,0.84
537426,84968E,check,-35,06-12-2010 15:36,0,,United Kingdom,0
537427,84968B,,-21,06-12-2010 15:37,0,,United Kingdom,0
537429,16169K,WRAP FOLK ART,25,06-12-2010 15:54,0.42,12748,United Kingdom,10.5
537434,21001,ROSE DU SUD WASHBAG ,3,06-12-2010 16:57,4.21,,United Kingdom,12.63
537434,21028,NINJA RABBIT BLACK,1,06-12-2010 16:57,2.51,,United Kingdom,2.51
537434,21171,BATHROOM METAL SIGN ,1,06-12-2010 16:57,3.36,,United Kingdom,3.36
537434,21204,DAISIES  HONEYCOMB GARLAND ,1,06-12-2010 16:57,3.36,,United Kingdom,3.36
537434,21222,SET/4 BADGES BEETLES,1,06-12-2010 16:57,2.51,,United Kingdom,2.51
537434,21251,DINOSAUR HEIGHT CHART STICKER SET,1,06-12-2010 16:57,5.91,,United Kingdom,5.91
537434,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2,06-12-2010 16:57,11.02,,United Kingdom,22.04
537434,21595,Dad's Cab Electronic Meter,1,06-12-2010 16:57,8.47,,United Kingdom,8.47
537434,22101,MIRROR MOSAIC VOTIVE HOLDER,10,06-12-2010 16:57,2.51,,United Kingdom,25.1
537434,35914,PINK CHICK EGG WARMER + EGG CUP,2,06-12-2010 16:57,4.21,,United Kingdom,8.42
537434,37462E,"PET MUG, GOLDFISH",2,06-12-2010 16:57,0.84,,United Kingdom,1.68
537434,47481,50CM METAL STRING WITH  7 CLIPS,1,06-12-2010 16:57,2.13,,United Kingdom,2.13
537434,84313B,BLUE TV TRAY TABLE ,1,06-12-2010 16:57,16.98,,United Kingdom,16.98
537434,84422,PINK/BLUE DISC/MIRROR STRING,1,06-12-2010 16:57,1.66,,United Kingdom,1.66
537434,84429A,MEDIUM PINK BUDDHA HEAD ,2,06-12-2010 16:57,5.91,,United Kingdom,11.82
537434,84510C,SET OF 4 POLKADOT COASTERS,1,06-12-2010 16:57,2.51,,United Kingdom,2.51
537434,84917,WHITE HAND TOWEL WITH BUTTERFLY,1,06-12-2010 16:57,4.21,,United Kingdom,4.21
537434,85087,CANDY SPOT CUSHION COVER,1,06-12-2010 16:57,8.47,,United Kingdom,8.47
537434,85094,CANDY SPOT EGG WARMER RABBIT,1,06-12-2010 16:57,2.51,,United Kingdom,2.51
537434,85125,SMALL ROUND CUT GLASS CANDLESTICK,2,06-12-2010 16:57,10.17,,United Kingdom,20.34
537434,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,06-12-2010 16:57,3.81,,United Kingdom,3.81
537434,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1,06-12-2010 16:57,1.69,,United Kingdom,1.69
537434,90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,1,06-12-2010 16:57,5.09,,United Kingdom,5.09
537434,90074,BLACK DIAMOND CLUSTER NECKLACE,1,06-12-2010 16:57,9.77,,United Kingdom,9.77
537434,90104,PURPLE FRANGIPANI HAIRCLIP,2,06-12-2010 16:57,0.83,,United Kingdom,1.66
537434,90129C,GREEN GLASS TASSLE BAG CHARM,3,06-12-2010 16:57,1.66,,United Kingdom,4.98
537434,90129D,AMBER GLASS TASSLE BAG CHARM,1,06-12-2010 16:57,1.66,,United Kingdom,1.66
537434,90129E,PURPLE GLASS TASSLE BAG CHARM,4,06-12-2010 16:57,1.66,,United Kingdom,6.64
537434,90160C,TURQ+RED BOUDICCA LARGE BRACELET,1,06-12-2010 16:57,7.22,,United Kingdom,7.22
537434,90161D,ANT COPPER PINK BOUDICCA BRACELET,2,06-12-2010 16:57,5.09,,United Kingdom,10.18
537434,90175B,PINK GLASS CHUNKY CHARM BRACELET,1,06-12-2010 16:57,9.34,,United Kingdom,9.34
537434,90177D,DROP DIAMANTE EARRINGS PURPLE,1,06-12-2010 16:57,2.96,,United Kingdom,2.96
537434,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,1,06-12-2010 16:57,9.34,,United Kingdom,9.34
537434,90185A,AMBER DIAMANTE EXPANDABLE RING,1,06-12-2010 16:57,4.24,,United Kingdom,4.24
537434,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,06-12-2010 16:57,2.54,,United Kingdom,2.54
537434,15044D,RED PAPER PARASOL,1,06-12-2010 16:57,5.91,,United Kingdom,5.91
537435,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,4,06-12-2010 16:58,9.95,17920,United Kingdom,39.8
537440,21617,4 LILY  BOTANICAL DINNER CANDLES,12,06-12-2010 17:16,3.75,17869,United Kingdom,45
537441,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,06-12-2010 17:26,1.25,13564,United Kingdom,30
537446,35646,VINTAGE BEAD PINK EVENING BAG,4,07-12-2010 09:13,4.25,18055,United Kingdom,17
537446,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,3,07-12-2010 09:13,4.25,18055,United Kingdom,12.75
537446,72819,CUPID DESIGN SCENTED CANDLES,6,07-12-2010 09:13,2.55,18055,United Kingdom,15.3
537447,84665,SQUARE CHERRY BLOSSOM CABINET,4,07-12-2010 09:21,5.95,13963,United Kingdom,23.8
537453,21248,,-18,07-12-2010 09:28,0,,United Kingdom,0
537462,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,6,07-12-2010 10:06,1.65,17228,United Kingdom,9.9
C537530,85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,07-12-2010 11:47,6.35,13319,United Kingdom,-12.7
537534,22679,FRENCH BLUE METAL DOOR SIGN 4,5,07-12-2010 11:48,0,,United Kingdom,0
537534,22520,CHILDS GARDEN TROWEL BLUE ,1,07-12-2010 11:48,0,,United Kingdom,0
537534,22516,CHILDS GARDEN RAKE BLUE,1,07-12-2010 11:48,0,,United Kingdom,0
537534,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,07-12-2010 11:48,0,,United Kingdom,0
537567,22498,WOODEN REGATTA BUNTING,1,07-12-2010 11:59,5.95,18119,United Kingdom,5.95
C537581,S,SAMPLES,-1,07-12-2010 12:03,12.95,,United Kingdom,-12.95
537595,84725,FREESTYLE CANVAS ART PICTURE,1,07-12-2010 12:29,4.25,13569,United Kingdom,4.25
537595,37479P,CUBIC MUG FLOCK PINK ON BROWN,2,07-12-2010 12:29,2.55,13569,United Kingdom,5.1
C537600,AMAZONFEE,AMAZON FEE,-1,07-12-2010 12:41,1,,United Kingdom,-1
537618,17038,PORCELAIN BUDAH INCENSE HOLDER,100,07-12-2010 13:50,0.07,15061,United Kingdom,7
537622,84388,WISE MAN STAR SHAPE EGG PAN,1,07-12-2010 14:30,1.65,13173,United Kingdom,1.65
537622,17084J,LOVE POTION MASALA INCENSE,25,07-12-2010 14:30,0.21,13173,United Kingdom,5.25
537623,84968D,SET OF 16 VINTAGE RED CUTLERY,1,07-12-2010 14:31,12.75,15858,United Kingdom,12.75
537624,22211,WOOD STAMP SET FLOWERS,1,07-12-2010 14:41,1.65,12748,United Kingdom,1.65
537624,22903,CALENDAR FAMILY FAVOURITES,1,07-12-2010 14:41,2.95,12748,United Kingdom,2.95
537624,22026,BANQUET BIRTHDAY  CARD  ,12,07-12-2010 14:41,0.42,12748,United Kingdom,5.04
537624,37340,MULTICOLOUR SPRING FLOWER MUG,4,07-12-2010 14:41,0.85,12748,United Kingdom,3.4
537638,16052,TEATIME PUSH DOWN RUBBER,2,07-12-2010 15:28,0.84,,United Kingdom,1.68
537638,16219,HOUSE SHAPE PENCIL SHARPENER,1,07-12-2010 15:28,1.7,,United Kingdom,1.7
537638,20763,DAISY SKETCHBOOK ,1,07-12-2010 15:28,7.62,,United Kingdom,7.62
537638,20801,LARGE PINK GLASS SUNDAE DISH,2,07-12-2010 15:28,5.06,,United Kingdom,10.12
537638,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,2,07-12-2010 15:28,25.49,,United Kingdom,50.98
537638,21316,SMALL CHUNKY GLASS ROMAN  BOWL,1,07-12-2010 15:28,5.91,,United Kingdom,5.91
537638,21666,RIDGED GLASS T-LIGHT HOLDER,1,07-12-2010 15:28,1.66,,United Kingdom,1.66
537638,22293,HANGING CHICK GREEN DECORATION,1,07-12-2010 15:28,2.98,,United Kingdom,2.98
537638,22608,PENS ASSORTED FUNKY JEWELED ,1,07-12-2010 15:28,1.66,,United Kingdom,1.66
537638,22789,T-LIGHT HOLDER SWEETHEART HANGING,2,07-12-2010 15:28,4.21,,United Kingdom,8.42
537638,22880,NUMBER TILE VINTAGE FONT 1,1,07-12-2010 15:28,4.21,,United Kingdom,4.21
537638,22883,NUMBER TILE VINTAGE FONT 4,1,07-12-2010 15:28,4.21,,United Kingdom,4.21
537638,22889,NUMBER TILE VINTAGE FONT No ,1,07-12-2010 15:28,4.21,,United Kingdom,4.21
537638,35809A,ENAMEL PINK TEA CONTAINER,1,07-12-2010 15:28,4.21,,United Kingdom,4.21
537638,35833P,4 PINK FLOCK CHRISTMAS BALLS,1,07-12-2010 15:28,3.36,,United Kingdom,3.36
537638,37500,TEA TIME TEAPOT IN GIFT BOX,1,07-12-2010 15:28,21.23,,United Kingdom,21.23
537638,37501,TEA TIME TEA SET IN GIFT BOX,2,07-12-2010 15:28,14.43,,United Kingdom,28.86
537638,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,07-12-2010 15:28,0.84,,United Kingdom,1.68
537638,85130B,BEADED CRYSTAL HEART GREEN LARGE,1,07-12-2010 15:28,3.36,,United Kingdom,3.36
537638,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2,07-12-2010 15:28,4.21,,United Kingdom,8.42
537638,90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,1,07-12-2010 15:28,6.37,,United Kingdom,6.37
537638,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,1,07-12-2010 15:28,3.81,,United Kingdom,3.81
537638,90005A,JADE GREEN ENAMEL HAIR COMB,1,07-12-2010 15:28,2.11,,United Kingdom,2.11
537638,90019C,SILVER BLACK ORBIT BRACELET,1,07-12-2010 15:28,5.51,,United Kingdom,5.51
537638,90087,CRYSTAL SEA HORSE PHONE CHARM,1,07-12-2010 15:28,1.66,,United Kingdom,1.66
537638,90168,2 DAISIES HAIR COMB,1,07-12-2010 15:28,2.96,,United Kingdom,2.96
537638,90169,DAISY HAIR COMB,1,07-12-2010 15:28,2.54,,United Kingdom,2.54
537638,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,07-12-2010 15:28,3.39,,United Kingdom,3.39
537638,90202C,GREEN ENAMEL FLOWER HAIR TIE,1,07-12-2010 15:28,2.96,,United Kingdom,2.96
537638,90210C,RED   ACRYLIC FACETED BANGLE,1,07-12-2010 15:28,2.96,,United Kingdom,2.96
537640,22528,GARDENERS KNEELING PAD,1,07-12-2010 15:31,3.36,,United Kingdom,3.36
537640,48189,DOORMAT FRIENDSHIP ,1,07-12-2010 15:31,16.98,,United Kingdom,16.98
537640,84989a,75 GREEN FAIRY CAKE CASES,1,07-12-2010 15:31,2.13,,United Kingdom,2.13
537641,21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,07-12-2010 15:32,8.47,,United Kingdom,8.47
537642,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,07-12-2010 15:33,5.06,,United Kingdom,5.06
537643,22513,DOORSTOP FOOTBALL DESIGN,1,07-12-2010 15:34,7.62,,United Kingdom,7.62
537643,85119,WATERING CAN SINGLE HOOK PISTACHIO,1,07-12-2010 15:34,3.36,,United Kingdom,3.36
537645,22875,NUMBER TILE COTTAGE GARDEN 7,1,07-12-2010 15:34,4.21,,United Kingdom,4.21
537646,21689,SILVER VANILLA  FLOWER CANDLE POT,1,07-12-2010 15:39,3.75,17591,United Kingdom,3.75
537646,84247E,PACK/12 XMAS FUN CARD,1,07-12-2010 15:39,2.95,17591,United Kingdom,2.95
537646,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,07-12-2010 15:39,2.1,17591,United Kingdom,2.1
537653,85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,07-12-2010 15:54,2.1,17897,United Kingdom,2.1
537653,85059,FRENCH ENAMEL WATER BASIN,1,07-12-2010 15:54,3.75,17897,United Kingdom,3.75
537653,84497,BUTTONS AND STRIPES NOTEBOOK ,1,07-12-2010 15:54,3.75,17897,United Kingdom,3.75
537655,85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,10,07-12-2010 16:20,0.85,15081,United Kingdom,8.5
537655,90175D,TIGRIS EYE CHUNKY CHARM BRACELET,2,07-12-2010 16:20,8.95,15081,United Kingdom,17.9
537666,22512,DOORSTOP RACING CAR DESIGN,1,07-12-2010 18:36,7.62,,United Kingdom,7.62
537666,22611,VINTAGE UNION JACK SHOPPING BAG,1,07-12-2010 18:36,10.17,,United Kingdom,10.17
537666,22873,NUMBER TILE COTTAGE GARDEN 5,1,07-12-2010 18:36,4.21,,United Kingdom,4.21
537666,37467,PIG MUG IN TWO COLOUR DESIGNS,1,07-12-2010 18:36,4.21,,United Kingdom,4.21
537666,84251B,"GREETING CARD, STICKY GORDON",1,07-12-2010 18:36,0.85,,United Kingdom,0.85
537666,84927D,LA PALMIERA TILE HOOK,1,07-12-2010 18:36,4.21,,United Kingdom,4.21
537666,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,07-12-2010 18:36,3.36,,United Kingdom,6.72
537666,85213,MINI  ZINC GARDEN DECORATIONS ,1,07-12-2010 18:36,1.66,,United Kingdom,1.66
537666,90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,1,07-12-2010 18:36,4.24,,United Kingdom,4.24
537666,90019A,SILVER M.O.P ORBIT BRACELET,2,07-12-2010 18:36,5.51,,United Kingdom,11.02
537666,90023,FILIGREE DIAMANTE EARRINGS,1,07-12-2010 18:36,4.24,,United Kingdom,4.24
537666,90027A,GLASS BEAD HOOP EARRINGS BLACK,1,07-12-2010 18:36,2.96,,United Kingdom,2.96
537666,90170,DAISY HAIR BAND,1,07-12-2010 18:36,1.69,,United Kingdom,1.69
537666,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,1,07-12-2010 18:36,2.96,,United Kingdom,2.96
537666,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,07-12-2010 18:36,4.24,,United Kingdom,4.24
537666,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,07-12-2010 18:36,5.94,,United Kingdom,11.88
537666,90214K,"LETTER ""K"" BLING KEY RING",1,07-12-2010 18:36,0.85,,United Kingdom,0.85
537666,90214P,"LETTER ""P"" BLING KEY RING",1,07-12-2010 18:36,0.85,,United Kingdom,0.85
537666,90214Z,"LETTER ""Z"" BLING KEY RING",1,07-12-2010 18:36,0.85,,United Kingdom,0.85
537666,20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1,07-12-2010 18:36,2.51,,United Kingdom,2.51
537666,20794,BLUE  TILE HOOK,1,07-12-2010 18:36,5.06,,United Kingdom,5.06
537666,21269,ANTIQUE CREAM CUTLERY SHELF ,1,07-12-2010 18:36,16.98,,United Kingdom,16.98
537666,21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,07-12-2010 18:36,13.57,,United Kingdom,13.57
537688,90212C,PURPLE LAS VEGAS BRACELET ROUND,3,08-12-2010 10:35,3.75,17406,United Kingdom,11.25
537690,22708,WRAP DOLLY GIRL,25,08-12-2010 10:38,0.42,13983,United Kingdom,10.5
537690,22048,BIRTHDAY BANQUET GIFT WRAP,25,08-12-2010 10:38,0.42,13983,United Kingdom,10.5
